GeoFIPS,GeoName,Region,TableName,ComponentName,Unit,Line,IndustryClassification,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
 "10000" ,"Delaware",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",17,"...","  Transportation services",731,775,814,882,895,820,837,843,861,855,886,899,833,856,889,898,937,975,994,1022,1063
 "10000" ,"Delaware",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",18,"...","  Recreation services",805,820,880,931,962,949,941,975,1045,1082,1113,1141,1147,1154,1164,1171,1206,1232,1243,1236,1266
 "10000" ,"Delaware",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",19,"...","  Food services and accommodations",1443,1478,1543,1622,1639,1693,1766,1920,2016,2132,2214,2280,2249,2368,2407,2449,2487,2581,2758,2789,2808
 "10000" ,"Delaware",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",20,"...","  Financial services and insurance",1268,1371,1449,1600,1544,1551,1597,1741,1889,1969,2048,2116,1991,2146,2311,2390,2475,2659,2821,2909,3112
 "10000" ,"Delaware",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",21,"...","  Other services",1898,2083,2075,2140,2293,2337,2458,2533,2764,2944,3114,3218,3242,3246,3298,3364,3333,3355,3366,3439,3554
 "10000" ,"Delaware",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",22,"..."," Final consumption expenditures of nonprofit institutions serving households (NPISHs)",435,544,560,609,713,763,785,825,866,936,1067,1157,1139,1121,1160,1207,1257,1279,1272,1317,1340
 "10000" ,"Delaware",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",23,"..."," Gross output of nonprofit institutions",2160,2333,2361,2456,2710,2921,3042,3237,3409,3636,3813,3958,4061,4125,4239,4367,4493,4721,4903,5109,5267
 "10000" ,"Delaware",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",24,"..."," Less: Receipts from sales of goods and services by nonprofit institutions",1725,1790,1801,1846,1997,2158,2257,2412,2543,2700,2746,2802,2922,3004,3079,3160,3236,3443,3631,3792,3927
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",1,"...","Per capita personal consumption expenditures",31919,32455,33796,35744,37573,39251,41413,44091,46648,48457,51037,52527,51010,51644,52699,53294,54126,55729,57849,59094,60914
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",2,"..."," Goods",9095,8957,9273,9557,9828,10187,10952,11667,12209,12661,12943,12544,11442,11518,11849,12057,12447,12750,13210,13523,14157
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",3,"...","  Durable goods",2930,3054,3190,3270,3431,3731,3988,4219,4368,4453,4557,4191,3712,3704,3835,3894,4033,4152,4329,4444,4564
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",4,"...","   Motor vehicles and parts",1227,1214,1167,1227,1252,1371,1443,1471,1471,1401,1430,1205,1091,1178,1211,1285,1287,1314,1394,1387,1390
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",5,"...","   Furnishings and durable household equipment",551,604,688,734,725,738,800,909,1024,1109,1112,1080,904,858,915,927,997,1054,1077,1122,1133
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",6,"...","   Recreational goods and vehicles",669,730,792,762,907,1037,1112,1170,1175,1199,1233,1137,1006,936,947,931,968,975,995,1029,1081
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",7,"...","   Other durable goods",483,506,543,547,546,585,633,668,698,744,781,769,711,731,763,751,781,808,863,905,959
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",8,"...","  Nondurable goods",6165,5903,6083,6287,6397,6456,6964,7449,7841,8208,8387,8353,7730,7815,8014,8163,8414,8599,8881,9080,9593
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",9,"...","   Food and beverages purchased for off-premises consumption",2129,2141,2178,2258,2395,2437,2611,2788,2841,2993,3060,3240,3295,3384,3441,3535,3695,3961,4267,4345,4577
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",10,"...","   Clothing and footwear",1326,1308,1335,1321,1244,1226,1315,1358,1463,1500,1565,1540,1386,1401,1453,1426,1413,1432,1480,1491,1512
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",11,"...","   Gasoline and other energy goods",1002,733,722,854,745,671,773,896,1088,1161,1156,1173,746,803,892,1009,1040,840,624,549,591
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",12,"...","   Other nondurable goods",1708,1722,1848,1855,2013,2122,2265,2406,2448,2554,2606,2400,2303,2227,2227,2193,2265,2366,2510,2695,2913
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",13,"..."," Services",22824,23497,24524,26187,27745,29064,30461,32423,34439,35796,38094,39983,39568,40125,40850,41237,41679,42979,44638,45571,46757
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",14,"...","  Household consumption expenditures (for services)",22383,22953,23852,25321,26632,27810,29246,31229,33346,34676,36978,38407,38407,39031,39842,39850,40566,41686,43530,44494,45677
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",15,"...","  Housing and utilities",4607,4801,4997,5287,5566,5736,5956,6255,6732,7019,7488,7841,7943,8034,8312,8476,8835,9508,10275,10650,11161
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",16,"...","  Health care",5203,5305,5346,5369,5965,6501,6784,7130,7585,7802,8345,8701,9141,9177,9637,9555,9402,9479,9706,9831,10036
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",17,"...","  Transportation services",1024,1107,1127,1244,1245,1168,1189,1283,1329,1448,1455,1506,1479,1518,1533,1586,1644,1715,1796,1890,1988
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",18,"...","  Recreation services",885,954,962,1054,1115,1176,1294,1363,1567,1686,1780,1929,2020,2061,1938,1937,1867,1830,1933,1933,2067
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",19,"...","  Food services and accommodations",1559,1514,1607,1969,1956,1991,2203,2438,2725,2878,2992,3081,3071,3181,3270,3301,3444,3585,3819,3877,3891
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",20,"...","  Financial services and insurance",2519,2598,2615,2782,2545,2458,2486,2714,3010,3273,3566,3782,3520,3617,3721,3834,4047,4195,4374,4315,4389
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",21,"...","  Other services",6585,6674,7197,7615,8241,8779,9334,10046,10399,10571,11352,11567,11232,11444,11433,11161,11327,11374,11626,11996,12144
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",22,"..."," Final consumption expenditures of nonprofit institutions serving households (NPISHs)",440,545,672,865,1112,1254,1215,1194,1093,1120,1116,1576,1162,1094,1008,1387,1113,1293,1108,1077,1080
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",23,"..."," Gross output of nonprofit institutions",2635,2852,3104,3508,4028,4444,4864,5097,5158,5264,5616,6191,5813,5895,5867,6245,6158,6478,6549,6722,6900
 "11000" ,"District of Columbia",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",24,"..."," Less: Receipts from sales of goods and services by nonprofit institutions",2195,2307,2432,2643,2916,3189,3648,3903,4064,4144,4500,4615,4652,4801,4858,4858,5045,5186,5441,5645,5821
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",1,"...","Per capita personal consumption expenditures",20705,21701,22597,24092,24839,25200,26186,27720,29389,31087,32081,32251,31540,32351,33494,34396,34918,36332,37650,38441,39525
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",2,"..."," Goods",7556,7913,8353,8850,9062,9040,9376,10052,10783,11299,11410,10992,10280,10627,11147,11471,11750,12202,12438,12502,12833
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",3,"...","  Durable goods",2926,3135,3300,3454,3552,3667,3786,4073,4421,4523,4445,3905,3490,3596,3754,3917,4126,4343,4577,4673,4849
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",4,"...","   Motor vehicles and parts",1219,1318,1382,1432,1466,1510,1494,1550,1621,1579,1522,1213,1082,1174,1233,1330,1422,1515,1648,1656,1694
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",5,"...","   Furnishings and durable household equipment",707,764,812,857,908,946,982,1078,1192,1237,1156,1025,904,905,933,974,1030,1093,1147,1187,1235
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",6,"...","   Recreational goods and vehicles",741,781,820,859,880,908,982,1086,1223,1283,1304,1220,1073,1064,1106,1117,1165,1202,1234,1279,1365
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",7,"...","   Other durable goods",260,272,286,307,298,303,328,360,385,425,462,447,431,452,483,495,509,532,548,550,555
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",8,"...","  Nondurable goods",4629,4778,5054,5396,5509,5373,5590,5979,6363,6776,6965,7086,6790,7032,7393,7554,7624,7859,7862,7830,7984
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",9,"...","   Food and beverages purchased for off-premises consumption",1903,1968,2026,2141,2204,2134,2199,2327,2446,2541,2614,2691,2675,2679,2753,2797,2854,2946,3019,3059,3087
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",10,"...","   Clothing and footwear",756,765,785,818,809,786,807,844,862,906,922,893,860,904,948,997,1006,1023,1035,1025,1027
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",11,"...","   Gasoline and other energy goods",463,428,469,550,535,489,544,637,772,890,948,1007,720,845,1023,1065,1039,985,740,640,709
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",12,"...","   Other nondurable goods",1508,1617,1774,1887,1962,1963,2040,2171,2282,2439,2480,2495,2535,2604,2669,2695,2724,2905,3067,3106,3160
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",13,"..."," Services",13149,13788,14244,15242,15777,16160,16810,17668,18605,19788,20671,21260,21259,21723,22347,22925,23168,24130,25212,25939,26692
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",14,"...","  Household consumption expenditures (for services)",13131,13719,14131,15083,15599,15965,16637,17495,18498,19624,20456,21013,21079,21566,22192,22745,23001,23954,25054,25784,26544
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",15,"...","  Housing and utilities",3825,3996,4127,4316,4578,4673,4828,4966,5257,5581,5795,6011,6313,6339,6441,6516,6568,6792,7034,7263,7448
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",16,"...","  Health care",3052,3139,3177,3379,3642,3933,4105,4328,4512,4738,4948,5133,5357,5462,5566,5748,5747,6009,6401,6601,6787
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",17,"...","  Transportation services",698,723,741,800,765,719,742,765,794,832,837,832,769,784,841,869,913,983,1034,1074,1106
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",18,"...","  Recreation services",696,711,735,797,804,801,853,925,965,1025,1073,1096,1059,1077,1072,1105,1118,1183,1254,1299,1350
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",19,"...","  Food services and accommodations",1642,1668,1687,1762,1788,1820,1923,2083,2244,2352,2418,2434,2343,2437,2577,2725,2847,3004,3185,3265,3253
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",20,"...","  Financial services and insurance",1566,1701,1859,2065,1924,1869,1920,2088,2305,2510,2727,2821,2626,2810,3002,3061,3118,3184,3324,3341,3566
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",21,"...","  Other services",1652,1782,1806,1963,2098,2149,2267,2340,2422,2586,2657,2686,2613,2657,2694,2720,2691,2800,2822,2941,3035
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",22,"..."," Final consumption expenditures of nonprofit institutions serving households (NPISHs)",18,69,113,159,179,194,173,173,108,165,216,246,180,157,154,181,167,176,158,155,148
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",23,"..."," Gross output of nonprofit institutions",1071,1149,1247,1356,1443,1532,1610,1700,1811,1953,2100,2163,2157,2198,2225,2284,2295,2380,2461,2572,2636
 "12000" ,"Florida",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",24,"..."," Less: Receipts from sales of goods and services by nonprofit institutions",1052,1080,1134,1197,1264,1338,1437,1528,1703,1788,1884,1917,1977,2041,2071,2103,2129,2203,2303,2417,2488
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",1,"...","Per capita personal consumption expenditures",18899,19645,20777,22072,22699,23318,24284,25365,26731,27765,28693,28796,27864,28485,29552,30234,30922,32071,32879,33851,35028
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",2,"..."," Goods",7589,7815,8447,8794,8909,9000,9301,9715,10222,10594,10804,10453,9723,10081,10591,10849,11061,11422,11477,11561,12010
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",3,"...","  Durable goods",2831,3008,3283,3338,3404,3458,3553,3654,3713,3779,3827,3344,2988,3104,3181,3314,3436,3592,3822,3968,4132
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",4,"...","   Motor vehicles and parts",1249,1351,1459,1459,1526,1559,1521,1510,1505,1444,1440,1150,1019,1103,1156,1239,1307,1363,1465,1514,1532
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",5,"...","   Furnishings and durable household equipment",721,755,817,844,856,855,888,932,954,987,969,858,758,760,756,768,811,859,898,945,999
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",6,"...","   Recreational goods and vehicles",539,564,641,663,660,667,742,780,805,855,899,834,734,749,750,780,776,800,856,896,957
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",7,"...","   Other durable goods",322,339,367,372,362,377,402,432,450,493,519,501,477,493,520,527,542,570,603,613,643
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",8,"...","  Nondurable goods",4758,4807,5164,5457,5505,5542,5748,6061,6508,6814,6977,7109,6735,6976,7410,7536,7625,7830,7655,7593,7878
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",9,"...","   Food and beverages purchased for off-premises consumption",1725,1764,1844,1924,1961,1973,2017,2104,2198,2255,2329,2382,2413,2448,2558,2642,2672,2778,2795,2828,2872
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",10,"...","   Clothing and footwear",955,971,1029,1006,996,1002,989,1004,1049,1075,1058,1011,958,977,997,1009,1032,1055,1077,1085,1092
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",11,"...","   Gasoline and other energy goods",596,532,590,730,696,636,720,843,1083,1187,1231,1362,985,1134,1386,1377,1345,1283,968,827,920
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",12,"...","   Other nondurable goods",1482,1540,1701,1798,1852,1931,2022,2110,2179,2298,2358,2354,2379,2417,2470,2508,2575,2713,2814,2853,2995
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",13,"..."," Services",11310,11831,12330,13277,13791,14317,14982,15651,16509,17171,17889,18342,18141,18404,18961,19385,19861,20649,21402,22290,23018
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",14,"...","  Household consumption expenditures (for services)",11246,11761,12218,13135,13585,14085,14738,15425,16359,16980,17649,18015,17846,18143,18673,19065,19519,20293,21079,21952,22683
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",15,"...","  Housing and utilities",3341,3474,3544,3784,3967,4094,4244,4420,4728,4878,4988,5127,5200,5285,5358,5353,5423,5621,5797,6076,6303
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",16,"...","  Health care",2750,2814,2812,2962,3132,3358,3551,3732,3934,4012,4139,4200,4321,4348,4457,4668,4807,4978,5325,5611,5802
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",17,"...","  Transportation services",535,566,595,636,595,559,616,611,625,647,674,693,644,657,719,723,758,814,856,877,904
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",18,"...","  Recreation services",570,592,655,697,711,727,741,783,846,891,958,983,971,999,1019,1076,1117,1150,1186,1228,1286
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",19,"...","  Food services and accommodations",1343,1387,1452,1556,1564,1594,1685,1772,1864,1940,1971,1974,1918,1958,2028,2097,2166,2288,2337,2418,2462
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",20,"...","  Financial services and insurance",1155,1235,1349,1523,1482,1508,1581,1710,1833,1944,2117,2195,2076,2138,2215,2202,2235,2303,2413,2443,2499
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",21,"...","  Other services",1551,1692,1811,1977,2135,2245,2321,2396,2530,2667,2803,2843,2716,2758,2877,2946,3013,3140,3165,3299,3426
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",22,"..."," Final consumption expenditures of nonprofit institutions serving households (NPISHs)",65,70,112,142,206,233,244,226,150,191,240,327,294,262,288,319,342,356,322,338,335
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",23,"..."," Gross output of nonprofit institutions",1387,1507,1605,1694,1875,2019,2160,2276,2290,2398,2563,2657,2683,2695,2744,2809,2907,2987,3118,3321,3418
 "13000" ,"Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",24,"..."," Less: Receipts from sales of goods and services by nonprofit institutions",1322,1437,1492,1552,1670,1786,1916,2050,2140,2207,2323,2329,2389,2433,2456,2490,2565,2631,2796,2982,3084
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",1,"...","Per capita personal consumption expenditures",21366,21790,22699,24157,24885,25566,27025,28510,30601,32348,33736,34980,34425,35340,36722,38078,38973,40727,42148,43961,46071
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",2,"..."," Goods",7327,7235,7738,8215,8512,8741,9271,9980,10654,11143,11503,11583,11208,11388,11820,12104,12377,12780,12948,13396,14057
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",3,"...","  Durable goods",2230,2262,2490,2705,2871,3105,3421,3721,3934,4031,4076,3847,3540,3539,3673,3850,3975,4121,4277,4424,4677
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",4,"...","   Motor vehicles and parts",732,767,863,957,1033,1187,1339,1371,1351,1279,1233,1013,896,907,964,1029,1091,1145,1220,1249,1282
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",5,"...","   Furnishings and durable household equipment",508,507,554,595,649,687,763,849,943,963,964,916,827,818,822,835,854,884,912,954,1007
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",6,"...","   Recreational goods and vehicles",624,633,702,769,831,887,948,1097,1191,1299,1366,1408,1334,1303,1302,1370,1405,1449,1490,1568,1673
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",7,"...","   Other durable goods",366,355,370,384,358,344,372,403,449,489,513,510,483,511,584,616,625,643,654,653,715
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",8,"...","  Nondurable goods",5097,4974,5248,5510,5641,5636,5849,6259,6720,7112,7427,7736,7667,7849,8147,8254,8402,8660,8672,8972,9380
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",9,"...","   Food and beverages purchased for off-premises consumption",2163,2119,2227,2321,2436,2470,2506,2623,2793,2926,3059,3173,3301,3338,3453,3446,3562,3675,3751,3903,4081
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",10,"...","   Clothing and footwear",815,757,753,758,715,651,664,687,738,749,745,734,698,733,795,844,828,833,833,851,896
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",11,"...","   Gasoline and other energy goods",425,373,400,486,441,414,475,559,658,761,803,908,651,735,844,828,778,716,521,497,549
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",12,"...","   Other nondurable goods",1694,1724,1869,1945,2049,2102,2205,2391,2532,2676,2820,2920,3017,3043,3055,3135,3234,3436,3567,3722,3854
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",13,"..."," Services",14039,14555,14962,15942,16373,16825,17754,18530,19947,21206,22233,23398,23217,23952,24902,25974,26596,27947,29200,30565,32014
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",14,"...","  Household consumption expenditures (for services)",13344,13746,14181,15060,15435,15800,16647,17407,18700,19735,20754,21769,21640,22391,23309,24235,24874,26118,27373,28581,29963
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",15,"...","  Housing and utilities",3912,4108,4350,4644,4898,5032,5191,5409,5754,6142,6490,6976,7071,7395,7786,8053,8289,8727,9126,9495,9847
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",16,"...","  Health care",3158,3184,3210,3289,3493,3664,3983,4048,4405,4509,4786,5037,5137,5100,5113,5335,5391,5630,6029,6471,6905
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",17,"...","  Transportation services",717,755,780,889,830,821,860,923,982,1015,1010,1027,962,1008,1125,1192,1265,1308,1326,1361,1431
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",18,"...","  Recreation services",756,746,752,814,814,814,842,902,962,1012,1056,1103,1087,1133,1141,1293,1364,1405,1429,1427,1474
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",19,"...","  Food services and accommodations",1115,1091,1105,1214,1173,1195,1298,1438,1554,1666,1737,1720,1645,1726,1849,1999,2081,2196,2317,2447,2556
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",20,"...","  Financial services and insurance",1500,1583,1687,1851,1801,1806,1861,1962,2138,2266,2447,2582,2517,2760,2932,2923,2992,3204,3382,3500,3696
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",21,"...","  Other services",2187,2277,2297,2359,2427,2468,2612,2724,2904,3124,3229,3323,3220,3268,3363,3440,3493,3649,3764,3879,4054
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",22,"..."," Final consumption expenditures of nonprofit institutions serving households (NPISHs)",695,809,781,883,939,1025,1108,1123,1248,1471,1479,1629,1577,1561,1593,1739,1721,1828,1827,1985,2051
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",23,"..."," Gross output of nonprofit institutions",2229,2424,2399,2578,2693,2878,3045,3167,3462,3829,3924,4165,4249,4340,4481,4771,4827,5112,5310,5704,5942
 "15000" ,"Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",24,"..."," Less: Receipts from sales of goods and services by nonprofit institutions",1534,1615,1618,1695,1755,1854,1937,2045,2214,2358,2445,2536,2672,2779,2888,3032,3106,3284,3483,3719,3892
 "16000" ,"Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",1,"...","Per capita personal consumption expenditures",17192,17825,18844,20035,20548,21099,22048,23302,24917,26331,27282,27490,26481,27051,28104,29015,30120,31302,32523,33792,35339
 "16000" ,"Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",2,"..."," Goods",7164,7287,7771,8263,8256,8263,8716,9268,10101,10790,11063,10734,9761,9979,10408,10760,11246,11651,11936,12257,12845
 "16000" ,"Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",3,"...","  Durable goods",2777,2913,3081,3205,3186,3275,3401,3690,4032,4183,4255,3789,3348,3338,3395,3544,3749,3897,4164,4295,4522
 "16000" ,"Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",4,"...","   Motor vehicles and parts",1259,1315,1354,1311,1327,1388,1391,1454,1490,1502,1557,1288,1118,1137,1159,1248,1332,1417,1553,1597,1696
 "16000" ,"Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",5,"...","   Furnishings and durable household equipment",564,596,656,726,726,740,761,837,961,1032,991,893,765,746,736,759,808,835,883,916,951
 "16000" ,"Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",6,"...","   Recreational goods and vehicles",666,709,762,834,816,827,901,1017,1160,1189,1204,1123,985,965,996,1016,1066,1096,1153,1200,1256
 "16000" ,"Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",7,"...","   Other durable goods",288,294,309,334,317,320,349,382,421,460,502,485,478,490,504,520,543,549,575,582,618
